CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
785,France,Female,39,1,130147.98,1,1,0,163798.41,1,1,1,SILVER,526
599,Spain,Female,31,3,0.0,1,1,1,130086.47,1,1,4,GOLD,936
613,Germany,Male,40,1,147856.82,3,0,0,107961.11,1,1,2,SILVER,249
850,Spain,Female,53,7,65407.16,2,0,0,182633.63,1,1,1,PLATINUM,480
664,Spain,Female,53,7,187602.18,1,1,0,186392.99,1,1,2,SILVER,712
691,France,Male,41,2,0.0,1,1,1,56850.92,1,1,2,SILVER,896
551,France,Male,52,1,0.0,1,0,0,63584.55,1,1,1,PLATINUM,605
745,France,Female,32,2,0.0,4,0,1,179705.13,1,1,3,PLATINUM,467
636,Spain,Male,52,4,111284.53,1,0,1,32936.44,1,1,2,PLATINUM,858
752,Spain,Female,35,2,0.0,1,1,0,44335.54,1,1,4,PLATINUM,309
531,France,Female,53,5,127642.44,1,1,0,141501.45,1,1,3,SILVER,341
587,Germany,Female,44,5,125584.17,2,1,1,41852.24,1,1,5,SILVER,228
683,Spain,Male,56,7,50911.21,3,0,0,97629.31,1,1,2,DIAMOND,655
516,France,Male,27,9,0.0,1,1,0,142680.64,1,1,2,GOLD,445
663,Spain,Female,22,9,0.0,1,1,0,29135.89,1,1,5,DIAMOND,590
737,France,Male,54,9,0.0,1,1,0,83470.4,1,1,5,PLATINUM,987
669,France,Male,50,4,149713.61,3,1,1,124872.42,1,1,4,PLATINUM,329
648,Germany,Female,43,1,107963.38,1,0,0,186438.86,1,1,2,PLATINUM,463
783,Spain,Female,44,3,81811.71,1,1,0,164213.53,1,1,5,DIAMOND,611
678,Germany,Male,49,2,116933.11,1,1,0,195053.58,1,1,5,SILVER,267
691,Germany,Female,41,8,109153.96,3,1,1,148848.76,1,1,1,DIAMOND,736
707,Germany,Female,51,10,98438.23,1,0,0,70778.63,1,1,5,GOLD,303
803,France,Female,32,9,192122.84,1,1,1,54277.45,1,1,1,SILVER,521
673,France,Male,59,0,178058.06,2,0,1,21063.71,1,1,3,DIAMOND,328
540,France,Male,48,2,109349.29,1,1,0,88703.04,1,1,5,DIAMOND,521
407,Spain,Male,37,1,0.0,1,1,1,49161.12,1,1,1,GOLD,900
748,France,Male,60,0,152335.7,1,1,0,126743.33,1,1,5,SILVER,468
562,France,Female,51,1,124662.54,1,1,1,65390.46,1,1,5,PLATINUM,446
717,France,Female,36,2,99472.76,2,1,0,94274.72,1,1,4,DIAMOND,472
526,Spain,Female,33,8,114634.63,2,1,0,110114.38,1,1,2,SILVER,624
702,France,Male,26,5,56738.47,2,1,1,100442.22,1,1,3,SILVER,374
641,France,Female,40,9,0.0,1,0,0,151648.66,1,1,5,GOLD,832
580,Germany,Male,24,1,133811.78,1,1,0,17185.95,1,1,2,DIAMOND,500
616,France,Male,37,5,144235.73,2,0,0,154957.66,1,1,1,PLATINUM,993
640,Spain,Male,43,9,172478.15,1,1,0,191084.4,1,1,4,DIAMOND,844
546,France,Female,47,8,0.0,1,1,1,66408.01,1,1,3,SILVER,432
466,France,Female,41,3,33563.95,2,1,0,178994.13,1,1,1,DIAMOND,629
621,Germany,Male,40,8,174126.75,3,1,0,172490.78,1,1,5,SILVER,994
638,Spain,Female,55,2,155828.22,1,0,1,108987.25,1,1,2,SILVER,381
628,Germany,Male,38,10,113525.84,1,1,0,46044.48,1,1,5,PLATINUM,491
667,Spain,Female,23,6,136100.69,2,0,0,169669.33,1,1,1,DIAMOND,606
606,France,Male,47,3,93578.68,2,0,1,137720.56,1,1,5,GOLD,537
794,France,Female,62,9,123681.32,3,1,0,173586.63,1,1,5,SILVER,247
796,Germany,Female,52,9,167194.36,1,1,1,62808.93,1,1,3,PLATINUM,424
722,Spain,Male,43,1,0.0,1,1,0,44560.17,1,1,5,SILVER,448
590,France,Male,43,7,81076.8,2,1,1,182627.25,1,1,1,DIAMOND,253
502,Germany,Female,57,3,101465.31,1,1,0,43568.31,1,1,5,SILVER,882
554,Spain,Female,46,7,87603.35,3,0,1,96929.24,1,1,4,PLATINUM,818
575,Germany,Male,49,7,121205.15,4,1,1,168080.53,1,1,2,DIAMOND,227
480,Spain,Male,47,8,75408.33,1,1,0,25887.89,1,1,4,SILVER,556
672,France,Female,40,3,0.0,1,1,0,113171.61,1,1,5,GOLD,755
556,France,Female,51,8,61354.14,1,1,0,198810.65,1,1,4,GOLD,647
823,Germany,Female,53,4,124954.94,1,0,1,131259.6,1,1,1,DIAMOND,242
491,Germany,Female,68,1,95039.12,1,0,1,116471.14,1,1,5,SILVER,897
745,Germany,Female,44,0,119638.21,1,1,1,34265.08,1,1,3,SILVER,660
728,France,Male,37,3,122689.51,2,0,0,106977.53,1,1,4,GOLD,950
478,France,Female,38,4,171913.87,1,1,0,51820.87,1,1,5,DIAMOND,551
769,Germany,Female,34,7,137239.17,1,1,1,71379.92,1,1,2,SILVER,485
536,France,Female,61,8,65190.29,1,1,1,64308.49,1,1,2,DIAMOND,390
753,Germany,Female,46,3,111512.75,3,1,0,159576.75,1,1,1,DIAMOND,642
587,Germany,Female,45,8,134980.74,1,1,1,123309.57,1,1,1,SILVER,314
724,Spain,Female,41,4,142880.28,3,0,0,185541.2,1,1,5,SILVER,905
547,Germany,Male,49,8,121537.71,2,1,0,46521.45,1,1,2,DIAMOND,227
740,Spain,Male,43,9,0.0,1,1,0,199290.68,1,1,4,PLATINUM,891
543,France,Male,42,4,89838.71,3,1,0,85983.54,1,1,3,DIAMOND,660
688,France,Female,39,0,0.0,2,1,0,53222.15,1,1,5,GOLD,765
650,Germany,Female,55,2,140891.46,3,1,1,179834.45,1,1,5,PLATINUM,526
595,Germany,Female,45,9,106000.12,1,0,0,191448.96,1,1,1,PLATINUM,470
783,Germany,Female,58,3,127539.3,1,1,1,96590.39,1,1,5,SILVER,270
671,Germany,Male,51,3,96891.46,1,1,0,176403.33,1,1,3,PLATINUM,654
678,France,Male,60,8,185648.56,1,0,0,192156.54,1,1,2,PLATINUM,508
533,Germany,Female,49,1,102286.6,3,1,0,69409.37,1,1,1,SILVER,930
542,Spain,Male,54,8,105770.14,1,0,1,140929.98,1,1,4,DIAMOND,780
821,Spain,Female,38,8,0.0,2,0,1,126241.4,1,1,2,PLATINUM,974
850,France,Female,55,10,98488.08,1,1,0,155879.57,1,1,4,SILVER,814
698,France,Female,51,6,144237.91,4,1,0,157143.61,1,1,4,GOLD,915
700,Spain,Male,47,4,0.0,1,1,0,121798.52,1,1,2,GOLD,810
646,Spain,Male,31,2,0.0,1,1,1,170821.43,1,1,4,DIAMOND,350
726,France,Male,29,7,0.0,2,1,1,91844.14,1,1,4,DIAMOND,525
591,Spain,Female,27,5,107812.67,1,0,1,162501.83,1,1,2,SILVER,792
670,France,Female,31,2,57530.06,1,1,1,181893.31,1,1,1,PLATINUM,839
764,Germany,Female,39,9,138341.51,1,1,0,50072.94,1,1,2,GOLD,699
683,France,Female,30,2,0.0,2,0,1,100496.84,1,1,2,PLATINUM,526
597,Germany,Female,22,6,101528.61,1,1,0,70529.0,1,1,2,SILVER,793
742,Germany,Male,55,5,155196.17,1,0,1,121207.66,1,1,5,DIAMOND,862
740,Germany,Female,57,3,113386.36,2,1,1,65121.63,1,1,1,SILVER,970
576,France,Male,24,3,0.0,1,0,1,78498.04,1,1,2,SILVER,938
571,Germany,Male,37,9,139592.98,3,1,0,104152.65,1,1,5,PLATINUM,923
822,France,Male,38,6,128289.7,3,1,0,9149.96,1,1,3,DIAMOND,799
559,France,Female,46,5,0.0,1,1,0,21006.1,1,1,1,DIAMOND,486
731,Germany,Female,49,4,88826.07,1,1,1,33759.41,1,1,2,DIAMOND,489
678,France,Female,41,1,143443.61,1,1,0,196622.28,1,1,4,PLATINUM,407
645,France,Female,68,9,0.0,4,1,1,176353.87,1,1,4,GOLD,430
655,Germany,Female,40,0,81954.6,1,1,1,198798.44,1,1,3,SILVER,535
780,Germany,Female,37,10,95196.26,1,1,0,126310.39,1,1,3,PLATINUM,834
740,France,Male,44,9,0.0,1,0,1,96528.0,1,1,2,DIAMOND,703
799,France,Female,63,1,110314.21,2,1,0,37464.0,1,1,3,GOLD,982
713,Spain,Female,48,1,163760.82,1,0,0,157381.14,1,1,2,DIAMOND,239
547,Spain,Female,44,5,0.0,3,0,0,5459.07,1,1,1,DIAMOND,471
680,Germany,Male,34,6,146422.22,1,1,0,67142.97,1,1,3,GOLD,870
721,Germany,Male,40,6,100275.88,1,1,0,138564.48,1,1,5,GOLD,889
850,France,Male,47,6,0.0,1,1,0,187391.02,1,1,3,DIAMOND,282
510,Germany,Male,31,0,113688.63,1,1,0,33099.41,1,1,2,SILVER,788
569,Germany,Female,28,3,100032.52,1,1,0,5159.21,1,1,3,DIAMOND,683
386,Spain,Female,53,1,131955.07,1,1,1,62514.65,1,1,5,GOLD,676
795,Germany,Female,56,9,94348.94,1,1,0,29239.29,1,1,1,PLATINUM,414
619,Spain,Female,44,6,52831.13,1,1,1,112649.22,1,1,3,SILVER,245
572,Germany,Male,51,8,97750.07,3,1,1,193014.26,1,1,2,PLATINUM,740
605,France,Female,51,9,104760.82,1,1,1,165574.54,1,1,1,PLATINUM,675
534,France,Female,49,7,0.0,1,1,0,13566.48,1,1,4,DIAMOND,921
622,Germany,Male,42,9,115766.26,1,0,0,72155.85,1,1,3,PLATINUM,483
743,Germany,Male,45,10,144677.19,3,1,0,22512.44,1,1,3,GOLD,471
529,France,Female,43,0,123815.86,1,1,1,78463.99,1,1,5,DIAMOND,703
720,Spain,Female,59,6,0.0,2,1,1,160849.43,1,1,3,DIAMOND,521
637,Germany,Female,46,2,143500.82,1,1,0,166996.46,1,1,2,DIAMOND,372
530,France,Female,55,4,120905.03,1,0,1,123475.88,1,1,5,DIAMOND,746
815,Spain,Female,57,5,0.0,3,0,0,38941.44,1,1,4,SILVER,693
715,Germany,Female,34,9,102277.52,1,0,0,177852.57,1,1,2,SILVER,338
496,Germany,Female,55,4,125292.53,1,1,1,31532.96,1,1,1,DIAMOND,726
649,Spain,Male,32,1,0.0,1,0,1,91167.19,1,1,5,SILVER,373
547,Germany,Male,41,3,151191.31,1,1,0,175295.89,1,1,2,SILVER,945
477,France,Female,57,9,114023.64,2,1,1,71167.17,1,1,3,GOLD,523
592,Spain,Male,35,6,80285.16,1,1,0,72678.75,1,1,5,DIAMOND,653
839,Germany,Male,47,2,136911.07,1,1,1,168184.62,1,1,3,DIAMOND,674
684,Germany,Male,42,1,117691.0,1,1,1,23135.65,1,1,5,DIAMOND,653
771,Spain,Male,51,5,135506.58,3,1,1,152479.64,1,1,5,SILVER,853
538,France,Female,62,3,75051.49,1,0,0,17682.02,1,1,4,GOLD,424
575,Spain,Male,52,8,123925.23,1,0,0,111342.66,1,1,4,PLATINUM,650
682,France,Male,41,6,0.0,2,0,1,134158.09,1,1,1,DIAMOND,826
712,France,Male,33,3,153819.58,1,1,0,79176.09,1,1,3,GOLD,942
813,Germany,Female,36,6,98088.09,1,0,1,26687.22,1,1,2,GOLD,233
642,France,Male,48,9,118317.27,4,0,0,78702.98,1,1,1,DIAMOND,912
574,Germany,Male,54,1,99774.5,1,0,0,4896.11,1,1,5,SILVER,222
735,France,Female,38,1,0.0,3,0,0,92220.12,1,1,5,SILVER,678
738,Spain,Male,44,2,0.0,2,1,0,43018.82,1,1,5,PLATINUM,546
831,Germany,Male,44,3,111100.98,1,1,1,28144.07,1,1,4,GOLD,560
779,France,Female,48,2,115290.27,1,0,0,98912.69,1,1,3,SILVER,700
740,Spain,Female,56,4,99097.33,1,1,1,85016.64,1,1,4,PLATINUM,823
580,Germany,Male,44,9,143391.07,1,0,0,146891.07,1,1,4,GOLD,567
690,Germany,Male,43,2,166522.78,1,0,0,119644.59,1,1,4,DIAMOND,834
613,Germany,Female,43,10,120481.69,1,0,0,94875.03,1,1,1,DIAMOND,333
608,Germany,Female,44,5,126147.84,1,0,1,132424.69,1,1,1,DIAMOND,818
558,France,Female,45,1,153697.53,2,0,0,89891.4,1,1,2,SILVER,351
805,Germany,Female,45,9,116585.97,1,1,0,189428.75,1,1,1,GOLD,885
704,Germany,Female,39,10,102556.18,2,1,0,171971.25,1,1,3,SILVER,906
828,Spain,Male,47,1,109876.82,2,1,0,83611.45,1,1,3,SILVER,829
577,Germany,Female,44,1,152086.15,1,0,1,44719.5,1,1,4,PLATINUM,951
748,Germany,Male,45,2,119852.01,1,0,0,73853.94,1,1,2,PLATINUM,741
580,Germany,Female,36,6,145387.32,2,1,1,169963.2,1,1,3,DIAMOND,635
383,Spain,Female,48,8,95808.19,1,0,0,137702.01,1,1,1,SILVER,609
583,Spain,Female,40,3,54428.37,1,1,0,109638.78,1,1,4,PLATINUM,646
588,Germany,Female,48,1,143279.58,2,1,0,31580.8,1,1,2,PLATINUM,914
641,France,Male,65,6,38340.02,1,1,0,32607.77,1,1,3,DIAMOND,537
678,France,Male,43,1,133237.21,1,1,0,111032.79,1,1,1,GOLD,564
648,Germany,Female,32,8,157138.99,3,1,0,190994.48,1,1,5,PLATINUM,984
737,France,Male,43,0,80090.93,1,1,0,39920.0,1,1,5,SILVER,394
682,France,Female,35,2,181166.44,1,1,1,63737.19,1,1,4,PLATINUM,944
688,France,Male,38,7,148045.68,1,1,0,175479.92,1,1,3,DIAMOND,309
677,Germany,Male,34,3,126729.41,1,1,1,26106.39,1,1,3,SILVER,439
850,Germany,Male,36,5,119984.07,1,1,0,191535.11,1,1,1,GOLD,328
771,Spain,Female,56,2,0.0,1,1,1,25222.6,1,1,4,GOLD,503
569,Germany,Male,35,2,109196.66,3,1,0,109393.19,1,1,1,DIAMOND,529
684,Spain,Female,38,3,134168.5,3,1,0,3966.5,1,1,5,DIAMOND,888
566,Germany,Male,65,4,120100.41,1,1,0,107563.16,1,1,2,PLATINUM,842
715,Germany,Female,37,9,105489.31,1,0,0,143096.49,1,1,5,GOLD,267
617,Spain,Male,50,7,0.0,1,1,0,184839.7,1,1,3,PLATINUM,488
597,Spain,Male,35,9,0.0,3,0,1,73181.39,1,1,3,DIAMOND,601
579,Germany,Female,50,5,117721.02,1,0,1,192146.63,1,1,1,SILVER,546
492,Germany,Female,52,8,125396.24,1,1,0,10014.72,1,1,2,DIAMOND,931
626,France,Male,43,4,137638.69,1,1,0,130442.08,1,1,2,GOLD,560
644,France,Male,44,5,73348.56,1,1,0,157166.79,1,1,5,GOLD,354
477,Germany,Female,24,2,95675.62,2,0,0,162699.7,1,1,3,PLATINUM,355
616,Spain,Female,36,6,0.0,1,1,1,12916.32,1,1,1,DIAMOND,906
717,Spain,Female,42,5,190305.78,1,1,0,99347.8,1,1,1,SILVER,758
526,Germany,Female,35,9,118536.4,1,1,0,40980.87,1,1,3,DIAMOND,416
695,Spain,Male,63,1,146202.93,1,1,1,126688.83,1,1,3,DIAMOND,703
747,Spain,Male,41,9,0.0,1,1,0,32430.94,1,1,1,PLATINUM,717
546,France,Female,52,2,0.0,1,1,0,137332.37,1,1,4,SILVER,325
667,Spain,Male,71,4,137260.78,1,0,1,94433.08,1,1,2,DIAMOND,915
636,Spain,Male,60,7,124447.73,1,1,1,141364.62,1,1,2,DIAMOND,359
667,France,Male,42,7,0.0,1,0,1,108348.94,1,1,3,DIAMOND,967
757,Germany,Female,30,6,161378.02,1,0,0,71926.28,1,1,5,DIAMOND,878
615,France,Female,61,1,104267.7,1,1,0,62845.64,1,1,3,GOLD,613
705,Spain,Female,47,3,63488.7,1,0,1,28640.92,1,1,4,DIAMOND,555
644,Spain,Female,46,6,12459.19,1,0,0,156787.34,1,1,1,PLATINUM,896
447,France,Male,41,3,0.0,4,1,1,197490.39,1,1,2,SILVER,408
625,Germany,Female,49,4,128504.76,1,1,0,126812.63,1,1,2,SILVER,583
732,Germany,Female,45,6,98792.4,1,1,0,81491.7,1,1,3,GOLD,854
660,Germany,Male,35,9,113948.58,1,1,0,188891.96,1,1,3,PLATINUM,959
696,Germany,Male,49,5,97036.22,2,1,0,152450.84,1,1,1,PLATINUM,594
535,Germany,Male,38,8,127475.24,1,0,0,60775.76,1,1,2,SILVER,785
674,France,Male,45,7,144889.18,1,1,1,102591.9,1,1,2,SILVER,624
829,France,Female,22,7,150126.44,1,1,0,152107.93,1,1,5,SILVER,502
832,France,Male,61,2,0.0,1,0,1,127804.66,1,1,2,DIAMOND,748
747,Germany,Male,37,9,135776.36,3,1,0,85470.45,1,1,4,PLATINUM,965
681,Germany,Female,44,4,91115.76,2,0,0,24208.84,1,1,2,SILVER,356
593,Germany,Female,39,8,151391.68,1,1,0,27274.6,1,1,2,SILVER,246
684,Spain,Male,40,2,70291.02,1,1,1,115468.84,1,1,5,DIAMOND,455
602,France,Female,42,10,0.0,2,0,0,169921.11,1,1,2,DIAMOND,600
689,Germany,Female,55,1,76296.81,1,1,0,42364.75,1,1,3,GOLD,908
809,Germany,Female,42,6,64497.94,3,0,1,182436.81,1,1,5,PLATINUM,883
625,France,Female,45,3,0.0,1,1,1,184474.15,1,1,5,GOLD,375
584,Spain,Female,50,1,0.0,1,0,1,152567.75,1,1,2,SILVER,290
625,Germany,Female,35,5,86147.46,2,1,0,163440.8,1,1,2,GOLD,240
684,France,Male,60,2,116563.58,1,1,0,120257.7,1,1,1,SILVER,969
671,Germany,Female,47,7,114603.76,2,1,0,153194.32,1,1,4,SILVER,499
751,Germany,Female,51,7,148074.79,1,1,0,146411.41,1,1,5,SILVER,518
636,Spain,Male,36,1,0.0,3,1,1,74048.1,1,1,5,DIAMOND,244
607,Spain,Female,62,8,108004.64,1,1,1,23386.77,1,1,5,GOLD,271
635,France,Female,27,8,127471.56,1,1,1,152916.05,1,1,5,DIAMOND,476
656,Germany,Female,49,9,97092.87,1,1,0,74771.22,1,1,4,GOLD,891
793,France,Male,32,2,0.0,2,1,0,193817.63,1,1,2,DIAMOND,442
669,Spain,Male,51,3,88827.53,1,0,0,85250.77,1,1,3,DIAMOND,612
676,France,Female,49,1,0.0,1,1,0,79342.31,1,1,3,PLATINUM,850
517,France,Female,45,4,0.0,1,0,0,172674.36,1,1,3,SILVER,296
596,Germany,Male,40,5,62389.03,3,1,0,148623.43,1,1,5,GOLD,791
498,France,Male,46,1,91857.66,1,1,0,101954.78,1,1,5,GOLD,660
594,France,Female,56,7,0.0,1,1,0,26215.85,1,1,5,SILVER,709
570,France,Female,30,10,176173.52,1,1,0,97045.32,1,1,2,GOLD,539
735,France,Female,53,8,123845.36,2,0,1,170454.93,1,1,5,DIAMOND,415
479,France,Female,33,2,208165.53,1,0,0,50774.81,1,1,5,PLATINUM,765
598,France,Female,40,9,0.0,1,1,0,68462.59,1,1,3,DIAMOND,324
732,France,Male,55,9,136576.02,1,0,1,3268.17,1,1,2,PLATINUM,443
675,Germany,Female,33,0,141816.25,1,1,0,64815.05,1,1,4,GOLD,290
443,France,Female,54,3,138547.97,1,1,1,70196.23,1,1,1,DIAMOND,493
570,France,Female,29,4,153040.03,1,1,1,131363.57,1,1,3,SILVER,762
692,Germany,Male,45,6,142084.04,4,1,0,188305.85,1,1,5,DIAMOND,322
749,Spain,Female,46,9,66582.81,1,1,0,78753.12,1,1,1,PLATINUM,968
679,France,Male,47,10,198546.1,2,1,0,191198.92,1,1,5,SILVER,694
555,France,Female,44,3,105770.7,3,1,0,60533.96,1,1,4,DIAMOND,902
751,France,Female,48,9,0.0,1,1,0,137508.42,1,1,3,SILVER,702
595,France,Female,53,7,0.0,2,1,0,41371.68,1,1,3,DIAMOND,327
577,Germany,Female,43,3,127940.47,1,0,0,125140.72,1,1,3,SILVER,839
656,Germany,Female,46,7,141535.52,1,1,0,50595.15,1,1,1,GOLD,806
569,France,Male,41,4,120243.49,1,1,0,163150.03,1,1,5,PLATINUM,399
588,Spain,Female,22,9,67178.19,1,1,1,163534.75,1,1,2,SILVER,728
849,France,Female,41,6,0.0,2,1,1,169203.51,1,1,1,DIAMOND,618
517,Germany,Male,53,0,109172.88,1,1,0,54676.1,1,1,4,GOLD,547
742,Germany,Female,44,8,107926.02,1,0,1,17375.27,1,1,1,DIAMOND,696
834,Germany,Female,57,8,112281.6,3,1,0,140225.14,1,1,3,GOLD,597
590,Spain,Male,29,10,0.0,1,1,1,51907.72,1,1,1,GOLD,523
748,France,Female,39,9,132865.56,1,1,1,59636.43,1,1,2,DIAMOND,756
598,France,Male,48,6,120682.53,1,1,0,30635.52,1,1,2,GOLD,675
579,Germany,Male,42,0,144386.32,1,1,1,22497.1,1,1,2,SILVER,799
548,Germany,Male,49,9,108437.89,1,0,0,127022.87,1,1,1,GOLD,416
537,France,Female,38,10,0.0,1,0,0,52337.97,1,1,2,GOLD,958
527,Spain,Female,35,8,0.0,1,1,0,98031.53,1,1,4,GOLD,277
668,France,Female,53,10,110240.04,1,0,0,183980.56,1,1,4,SILVER,682
629,France,Female,37,10,99546.25,3,0,1,25136.95,1,1,1,PLATINUM,878
775,France,Female,30,5,0.0,1,1,0,193880.6,1,1,5,DIAMOND,807
520,Germany,Female,45,1,123086.39,1,1,1,41042.4,1,1,1,PLATINUM,796
535,Spain,Male,48,9,109472.47,1,1,0,157358.43,1,1,2,GOLD,415
694,Spain,Female,35,7,0.0,1,1,0,133570.43,1,1,4,SILVER,296
786,France,Female,33,0,83036.05,1,0,1,154990.58,1,1,2,PLATINUM,595
646,Spain,Female,50,5,142644.64,2,1,1,142208.5,1,1,4,GOLD,951
659,France,Female,44,9,23503.31,1,0,1,169862.01,1,1,4,GOLD,275
633,France,Female,47,0,0.0,1,1,1,6342.84,1,1,3,GOLD,350
668,Germany,Male,56,9,110993.79,1,1,0,134396.64,1,1,1,SILVER,239
754,Spain,Male,39,7,157691.98,2,1,0,133600.89,1,1,1,SILVER,902
544,Germany,Male,47,5,105245.21,1,0,0,99922.08,1,1,3,GOLD,491
691,Germany,Female,37,7,123067.63,1,1,1,98162.44,1,1,5,SILVER,958
659,Spain,Female,42,2,0.0,1,0,0,162734.31,1,1,1,SILVER,674
526,France,Male,52,8,93590.47,1,0,1,21228.71,1,1,1,SILVER,589
519,Germany,Male,38,1,114141.64,1,1,1,60988.21,1,1,5,GOLD,748
482,Germany,Male,45,7,156353.46,1,1,0,72643.95,1,1,4,PLATINUM,647
561,France,Female,27,9,135637.0,1,1,0,153080.4,1,1,2,SILVER,567
575,Germany,Male,47,9,107915.94,2,1,1,63452.18,1,1,5,DIAMOND,232
532,Germany,Male,52,9,137755.76,1,1,0,163191.99,1,1,2,GOLD,401
833,Spain,Male,32,6,0.0,1,1,1,44323.22,1,1,4,GOLD,775
736,Germany,Male,50,9,116309.01,1,1,0,185360.4,1,1,1,GOLD,760
581,Germany,Female,26,3,105099.45,1,1,1,184520.0,1,1,5,DIAMOND,877
627,France,Female,44,5,0.0,2,1,0,82969.61,1,1,5,SILVER,396
619,France,Male,44,3,116967.68,1,1,0,5075.17,1,1,5,DIAMOND,716
686,France,Male,60,9,0.0,3,1,1,75246.21,1,1,4,GOLD,295
652,France,Female,51,3,0.0,1,1,0,173989.47,1,1,1,DIAMOND,673
477,France,Male,47,9,144900.58,1,1,0,61315.37,1,1,4,GOLD,498
632,Germany,Male,41,8,127205.32,4,1,0,93874.87,1,1,1,SILVER,658
756,Germany,Female,26,5,155143.52,1,0,1,135034.57,1,1,1,DIAMOND,518
619,Spain,Female,41,8,0.0,3,1,1,79866.73,1,1,2,GOLD,998
568,Germany,Male,43,5,87612.64,4,1,1,107155.4,1,1,4,SILVER,934
731,Germany,Male,37,3,116880.53,1,0,0,172718.35,1,1,5,SILVER,782
775,Spain,Male,48,4,178144.91,2,0,0,50168.41,1,1,5,DIAMOND,795
618,France,Male,37,5,0.0,1,0,1,178705.45,1,1,2,GOLD,595
835,Germany,Female,47,5,108289.28,2,1,1,45859.55,1,1,5,GOLD,787
581,Germany,Female,54,2,152508.99,1,1,0,187597.98,1,1,1,SILVER,783
497,France,Female,29,4,85646.81,1,0,0,63233.02,1,1,5,GOLD,750
690,France,Female,40,9,77641.99,1,0,0,189051.59,1,1,4,PLATINUM,832
513,France,Female,45,0,164649.52,3,1,0,49915.52,1,1,4,GOLD,590
762,Germany,Male,46,6,123571.77,3,0,1,57014.17,1,1,5,DIAMOND,655
631,Germany,Male,48,1,106396.48,1,1,1,150661.42,1,1,1,SILVER,336
725,Germany,Female,47,1,104887.43,1,0,0,86622.56,1,1,3,GOLD,312
633,France,Male,40,4,150578.0,1,0,1,34670.62,1,1,2,PLATINUM,683
395,Germany,Female,34,5,106011.59,1,1,1,17376.57,1,1,3,GOLD,549
547,Germany,Male,55,4,111362.76,3,1,0,16922.28,1,1,1,DIAMOND,579
609,France,Male,37,1,39344.83,1,1,1,178291.89,1,1,5,SILVER,370
513,France,Male,44,1,63562.02,2,0,1,52629.73,1,1,4,GOLD,230
705,Germany,Male,48,9,114169.16,1,0,0,173273.2,1,1,4,DIAMOND,866
747,France,Male,49,6,202904.64,1,1,1,17298.72,1,1,1,SILVER,765
511,France,Female,46,1,0.0,1,1,1,115779.48,1,1,1,DIAMOND,773
743,Spain,Male,43,2,161807.18,2,0,1,93228.86,1,1,5,GOLD,973
532,Germany,Male,52,3,110791.97,1,1,0,148704.77,1,1,4,DIAMOND,846
554,Germany,Female,54,6,108755.0,1,1,0,40914.32,1,1,1,DIAMOND,415
757,Spain,Female,55,9,117294.12,4,1,0,94187.47,1,1,2,DIAMOND,918
596,France,Male,33,8,0.0,1,1,0,121189.3,1,1,5,GOLD,873
633,Spain,Male,63,4,114552.6,1,1,0,73856.28,1,1,5,SILVER,944
535,Spain,Female,50,1,140292.58,3,0,0,69531.22,1,1,2,GOLD,315
714,France,Female,52,2,0.0,1,0,1,144045.08,1,1,1,SILVER,604
788,Germany,Female,49,4,137455.99,1,1,0,184178.29,1,1,1,SILVER,423
565,Germany,Male,52,5,97720.35,2,1,0,175070.94,1,1,2,PLATINUM,324
844,France,Female,41,10,76319.64,1,1,1,141175.18,1,1,3,PLATINUM,256
559,Spain,Male,67,9,125919.35,1,1,0,175910.95,1,1,1,SILVER,770
738,Germany,Female,57,9,148384.64,1,0,0,155047.11,1,1,5,DIAMOND,285
729,Spain,Female,28,0,0.0,2,1,1,31165.06,1,1,3,PLATINUM,433
743,Germany,Male,59,5,108585.35,1,1,1,192127.22,1,1,5,SILVER,431
627,Spain,Female,55,6,0.0,1,0,0,91943.94,1,1,3,SILVER,396
551,Germany,Male,50,1,121399.98,1,0,1,84508.44,1,1,2,DIAMOND,713
660,Spain,Female,42,5,0.0,3,1,1,189016.24,1,1,5,GOLD,351
650,Germany,Female,45,9,152367.21,3,1,0,150835.21,1,1,3,PLATINUM,760
743,Spain,Female,48,5,118207.69,2,0,0,186489.14,1,1,2,SILVER,947
663,Spain,Male,52,0,136298.65,1,1,0,144593.3,1,1,2,SILVER,548
524,Spain,Female,64,5,0.0,1,1,0,136079.64,1,1,2,GOLD,364
700,France,Male,46,5,95872.86,1,1,0,98273.01,1,1,5,DIAMOND,509
692,France,Male,33,9,0.0,1,1,0,113505.93,1,1,3,PLATINUM,272
562,France,Male,37,2,0.0,1,0,1,52525.15,1,1,3,PLATINUM,231
603,Germany,Male,35,1,123407.69,1,1,0,152541.89,1,1,2,PLATINUM,833
621,Spain,Female,40,7,0.0,2,0,1,131283.6,1,1,4,PLATINUM,499
753,Germany,Male,44,3,138076.47,1,1,0,15523.09,1,1,2,SILVER,290
601,Germany,Male,48,9,163630.76,1,0,1,41816.49,1,1,1,DIAMOND,490
850,Germany,Male,55,0,98710.89,1,1,1,83617.17,1,1,4,SILVER,614
649,Spain,Female,49,2,0.0,1,1,0,84863.85,1,1,3,DIAMOND,226
806,Germany,Male,30,8,168078.83,1,1,0,85028.36,1,1,1,PLATINUM,709
